River_Width,Indust_Areas,River_Slantness,Area_Type,Bed_soil_Saltness,Flow_Diverters,Length_of_Staritness,No_of_Streams_Mixing,No_of_River_Deep_Bends,Clayey_Soil_Presence,Mo_of_ExtractingPoints,River_Curvature,Sanity_Level,PH_Level,Dissolved_Oxygen,Zinc_Level,Normalized_carbon,Flourides_Presence,Water_Quality
1077.04,1,1.47,1,0.2171,1,956.34,29,1,140.3698,14,100.45,8.84,8.6,13.1,2.3,2,1,1
616.55,2,0.9,2,0.4654,2,200.59,37,2,275.73,16,245.34,24.11,5.4,11.1,4.8,3,1,2
1368.42,1,1.49,1,0.2044,1,756.5,33,1,112.458,10,102.56,5.02,8.1,13.3,2.2,2,1,1
2020.43,0,3.81,0,0.0371,0,1595.47,1,0,52.8896,2,0.51,2.13,7.1,14.2,1.2,1,0,0
1395.14,1,1.14,1,0.2107,1,867.38,33,1,113.6912,13,101.87,6.16,7.7,12.7,3.3,2,1,1
2262.41,0,3.24,0,0.0316,0,1084.45,10,0,57.7338,0,14.42,2.04,7.3,15.9,1.5,0,0,0
2966.45,0,2.75,0,0.0109,0,1649.47,8,0,21.0901,7,12.55,2.49,7.2,14.2,0.4,1,0,0
1580.72,1,1.21,1,0.2354,1,510.42,32,1,89.0415,10,82.53,6.43,8.8,13.4,3.3,2,1,1
1073.02,1,1.67,1,0.1475,1,932.62,29,1,138.8595,9,81.57,5.54,8.1,12.5,3.7,2,1,1
166.4,2,0.93,2,0.2875,2,176.82,50,2,221.9051,19,179.35,26.82,5.1,10.7,5.7,3,1,2
703.77,2,0.19,2,0.2734,2,439.24,42,2,259.6294,20,173.12,21.07,6,11.4,4.6,3,1,2
1977.52,1,1.94,1,0.0971,1,955.53,35,1,128.3932,10,101.32,7.43,7.8,13.8,3.7,2,1,1
1403.76,1,1.33,1,0.2317,1,620.22,27,1,163.4602,10,47.77,5.73,8.7,13.2,3,2,1,1
1411.31,1,1.78,1,0.1827,1,532.11,26,1,186.8004,9,121.55,8.99,8.8,12.6,2.4,2,1,1
2717.66,0,2.65,0,0.0135,0,1120.7,0,0,32.3603,8,5.06,1.47,6.6,14.9,0.4,1,0,0
2071.69,0,3.06,0,0.0289,0,1835.39,1,0,42.1741,7,1.55,4.54,6.9,15,0.3,0,0,0
148.61,2,0.3,2,0.3258,2,241.83,47,2,244.6052,20,213.55,17.43,5.3,10.3,5.8,3,1,2
1915.1,1,1.74,1,0.152,1,521.25,24,1,130.429,14,76.4,8.1,8.3,12.8,3.6,2,1,1
2973.2,0,3.63,0,0.0069,0,1613.05,0,0,52.6622,0,9.85,4.41,6.9,14.8,0.7,1,0,0
2307.98,0,3.08,0,0.0387,0,1718.96,16,0,74.0641,2,8.73,0.96,6.7,15.8,0.2,1,0,0
2530.33,0,3.09,0,0.0412,0,1155.92,12,0,17.2604,3,5.83,2.66,7.4,15,0.1,1,0,0
685.41,2,0.01,2,0.4334,2,327.19,47,2,234.5147,19,173.46,9.12,5.5,11.6,5.2,3,1,2
1896.18,1,2.25,1,0.167,1,547.78,24,1,173.2791,12,107.96,8.41,8,13.9,3.6,2,1,1
153.62,2,0.1,2,0.45,2,237.47,37,2,205.5892,21,241.02,26.79,5.2,12,4.2,3,1,2
1012.02,1,2.12,1,0.147,1,973.19,28,1,144.8777,10,82.95,6.1,8.5,12.4,3.6,2,1,1
453.26,2,0.3,2,0.3866,2,237.03,38,2,229.4513,19,189.03,24.8,5.4,10.9,4.9,3,1,2
2991.39,0,3.41,0,0.0414,0,1761.44,6,0,59.8869,8,1.23,3.34,7.4,14.2,0.4,0,0,0
793.72,2,0.53,2,0.3141,2,36.98,47,2,224.3634,19,214.32,23.86,5.4,11.4,5.7,3,1,2
39.8,2,0.84,2,0.2902,2,14.54,50,2,259.854,18,206.06,20.51,6.1,12,5,3,1,2
2621.26,0,3.16,0,0.0355,0,1853.02,1,0,67.0226,8,14.21,0.95,7.4,14.4,1.2,0,0,0
146.49,2,0.55,2,0.3764,2,363.97,45,2,240.5072,17,181.24,15.2,5.3,10.8,5.7,3,1,2
683.07,2,0.05,2,0.3198,2,489.95,44,2,288.1998,18,157.53,10.13,6.1,11.7,4.5,3,1,2
510.57,2,0.11,2,0.4929,2,230.51,43,2,224.4752,21,193.97,16.13,6.4,10.1,4.7,3,1,2
1001.62,1,2.21,1,0.1823,1,601.77,21,1,157.0155,14,43.18,7.26,8.3,13.7,2.5,2,1,1
2659.11,0,2.78,0,0.0125,0,1083.82,15,0,16.129,3,18.39,0.81,6.9,15.1,0.3,0,0,0
783.21,2,0.36,2,0.2566,2,361.25,36,2,294.1499,20,136.35,11.47,5.9,10.5,4.2,3,1,2
235.99,2,0.92,2,0.3129,2,398.92,42,2,211.4146,16,191.95,24.28,6,11.1,4.3,3,1,2
998.37,2,0.61,2,0.3497,2,457.87,40,2,264.4045,16,237.09,26.3,5.6,10.3,4.4,3,1,2
1062.3,1,2.35,1,0.0783,1,714.29,32,1,142.6367,10,93.85,8.98,7.9,13.3,3.9,2,1,1
72.34,2,0.68,2,0.398,2,290.71,38,2,234.3598,19,168.9,27.55,5.5,10.4,5.4,3,1,2
2273.3,0,3.37,0,0.0074,0,1874.16,18,0,11.7336,8,1.56,3.73,6.9,14.3,0.4,0,0,0
1729.71,1,2.01,1,0.1277,1,882.98,34,1,87.048,12,126.79,5.19,8.8,12.1,2.7,2,1,1
997.66,2,0.52,2,0.3541,2,41.5,38,2,243.7756,20,138.34,26.26,5.8,11,5,3,1,2
529.81,2,0.56,2,0.4112,2,437.39,44,2,231.8886,16,141.52,14.46,5.1,10.6,5.1,3,1,2
32.14,2,0.52,2,0.287,2,142.5,47,2,250.4922,21,173.25,16.76,5.2,10.5,5.4,3,1,2
1471.4,1,2.18,1,0.1972,1,929.64,29,1,136.6288,10,59.7,7.59,8.9,13.8,3.8,2,1,1
585.97,2,0.24,2,0.3174,2,283.09,41,2,277.0916,17,232.13,21.35,6.1,11.8,4.3,3,1,2
1303.32,1,1.75,1,0.2192,1,606.73,21,1,156.8963,15,68.49,8.65,8.6,13.9,3.1,2,1,1
1046.8,1,1.56,1,0.1706,1,925.83,22,1,104.8716,11,63.88,6.98,8.5,13.1,3.6,2,1,1
1460.45,1,2.08,1,0.2314,1,675.89,26,1,174.7564,11,95.7,6.63,8.9,13.8,3.6,2,1,1
1744.01,1,1.03,1,0.1114,1,637.45,30,1,134.2943,9,108.27,6.56,8.1,13.8,3.7,2,1,1
1225.18,1,1.52,1,0.1667,1,802.62,22,1,184.5398,15,85.82,7.78,8,12.9,2.7,2,1,1
2772.25,0,2.93,0,0.0108,0,1324.74,12,0,67.2669,2,8.38,4.53,6.8,14.1,1.8,1,0,0
2526.37,0,3.24,0,0.0254,0,1349.43,6,0,48.9272,3,17.05,1.01,7,15.3,1,1,0,0
474.53,2,0.46,2,0.3433,2,181.82,46,2,206.4001,20,140.25,9.01,6,11.6,4.9,3,1,2
1748.21,1,1.56,1,0.2089,1,895.42,22,1,148.2054,11,99.97,7.38,8,12.8,2.7,2,1,1
972.69,2,0.96,2,0.4231,2,394.61,50,2,287.152,18,241.72,29.31,5.8,12,4.5,3,1,2
308.45,2,0.34,2,0.4653,2,454.82,41,2,293.4093,20,218.7,26.43,5.2,11.6,6.1,3,1,2
993.6,2,0.01,2,0.426,2,243.98,38,2,231.5075,21,142.89,13.01,6.3,11.2,5,3,1,2
1939.15,1,1.14,1,0.1334,1,610.66,25,1,92.2839,10,109.69,6.94,9,12.5,2.2,2,1,1
2486.74,0,2.65,0,0.0396,0,1092.01,20,0,73.4348,6,6.06,4.79,7,14.2,1.8,1,0,0
497.28,2,0.13,2,0.4688,2,280.46,43,2,298.5781,20,190.82,24.05,6.2,11,5.2,3,1,2
756.72,2,0.79,2,0.4627,2,162.87,37,2,232.0501,21,132.48,11.12,6.1,11.1,4.5,3,1,2
1172.82,1,1.05,1,0.059,1,626.73,23,1,194.5463,9,67.46,7.51,8,13.5,2.6,2,1,1
524.06,2,0.98,2,0.3867,2,49.04,43,2,288.5863,16,172.56,13.56,5.3,10.8,5,3,1,2
460.23,2,0.04,2,0.2722,2,197.16,47,2,249.6027,20,238.03,25.89,5.4,11.8,5.7,3,1,2
2994.31,0,3,0,0.0125,0,1150.83,19,0,72.1924,4,5.29,4.47,7.1,14.9,1.6,1,0,0
2184.43,0,3.8,0,0.0256,0,1580.81,15,0,25.4831,8,7.62,4.34,6.9,14.7,0.8,0,0,0
31.38,2,0.15,2,0.3972,2,432.61,41,2,273.5277,18,173.88,15.76,6.3,11.3,5.2,3,1,2
2058.36,0,2.68,0,0.0449,0,1103.19,5,0,25.5108,8,6.96,0.23,6.8,15.4,0.6,0,0,0
2847.95,0,3.07,0,0.0181,0,1885.79,16,0,46.8316,0,11.09,2.75,6.6,15.7,1.1,1,0,0
2443.14,0,3.02,0,0.0172,0,1441.73,1,0,53.7459,8,10.89,4.65,7.4,14.6,0.2,0,0,0
1342.83,1,1.75,1,0.1509,1,605.06,31,1,189.3106,12,98.07,8.26,8.1,13.3,2.3,2,1,1
2766.38,0,3.5,0,0.0291,0,1266.85,5,0,51.6717,5,11.63,0.68,6.9,15.3,1.6,1,0,0
2236.13,0,3.75,0,0.0295,0,1920.68,4,0,72.1842,3,10.34,4.87,6.6,15.1,1.6,0,0,0
2398.8,0,3.5,0,0.0202,0,1208.29,5,0,28.0282,5,10.69,2.56,6.8,14.4,1.7,1,0,0
590.23,2,0.13,2,0.4816,2,135.85,44,2,219.0459,21,180.05,12.51,6.3,11.6,5.4,3,1,2
53.52,2,0.15,2,0.3577,2,206.75,37,2,223.4102,18,156.28,19.88,6.2,11.7,4.7,3,1,2
111.33,2,0.58,2,0.4631,2,204.14,41,2,216.8163,20,133.37,22.23,5.5,11.6,6,3,1,2
2420.35,0,2.91,0,0.0266,0,1159.54,20,0,67.4772,4,10.51,0.17,7,15.9,1.2,0,0,0
1530.67,1,1.08,1,0.1007,1,720.57,32,1,193.2614,12,28.57,8.89,7.8,13.3,3.1,2,1,1
2499.27,0,3.34,0,0.0475,0,1019.98,16,0,57.5585,5,4.57,0.28,7.1,15.2,0.3,1,0,0
2969.07,0,3.42,0,0.0161,0,1649.42,9,0,23.3029,0,7.97,4.84,7.2,14.8,0.1,0,0,0
1569.11,1,1.83,1,0.0976,1,683.49,26,1,136.777,15,96.06,6.98,8.8,13.5,2.6,2,1,1
2540.66,0,2.92,0,0.0234,0,1826.92,9,0,59.6921,7,12.17,2.51,7.3,14.5,0.4,0,0,0
757.52,2,0.79,2,0.3638,2,415.91,37,2,253.4385,19,134.57,24.25,5.1,11.9,4.9,3,1,2
2863.56,0,3.4,0,0.0223,0,1660.33,3,0,50.2234,7,10.31,2.4,7.1,14.5,1.2,0,0,0
236.02,2,0.89,2,0.4137,2,348.39,44,2,237.2075,17,182.67,20.03,5.4,11.5,4.4,3,1,2
381.23,2,0.88,2,0.3822,2,433.7,43,2,209.3242,19,148.4,27.58,6.4,10.8,6,3,1,2
167.54,2,0.68,2,0.4124,2,423.51,42,2,247.1004,18,187.57,18.92,6,10.1,5.6,3,1,2
543.88,2,0.94,2,0.2591,2,460,46,2,260.3638,19,137.94,21.99,5.5,10.5,6,3,1,2
250.11,2,0.23,2,0.3059,2,326.28,38,2,218.6926,18,213.48,15.43,5.4,11.2,5,3,1,2
1871.91,1,1.56,1,0.0635,1,720.28,22,1,173.8232,9,25.25,5.9,7.6,12.9,3,2,1,1
68.23,2,0.04,2,0.362,2,63.21,43,2,246.965,16,193.11,15.31,5.9,10.8,5.5,3,1,2
2712.51,0,3.15,0,0.0141,0,1697.23,11,0,72.6203,2,4.73,0.11,7,14.1,0.9,0,0,0
2098.3,0,3.37,0,0.0015,0,1757.24,12,0,25.6748,1,10.89,1.23,7.3,15.7,0.9,0,0,0
303.52,2,0.18,2,0.256,2,175.79,40,2,288.6395,18,141.05,10.6,5.7,11.2,4.8,3,1,2
2805.67,0,3.54,0,0.0034,0,1596.45,2,0,11.0537,0,19.45,2.22,7.1,15.2,0.6,1,0,0
546.82,2,0.38,2,0.438,2,171.68,38,2,272.4054,18,179.27,25.02,5.6,10.9,5.1,3,1,2
397.86,2,0.64,2,0.4855,2,298.72,48,2,216.2372,21,222.14,28.7,5.2,10.4,5.2,3,1,2
1749.9,1,1.59,1,0.1613,1,963.37,33,1,124.4211,9,45.03,5.99,8.4,13.9,3.4,2,1,1
1584.29,1,1.06,1,0.2105,1,506.36,21,1,185.5542,10,79.15,8.92,7.9,13.4,3.2,2,1,1
1639.16,1,2.4,1,0.201,1,986.07,28,1,188.376,12,113.13,8.01,8.2,13.4,3.9,2,1,1
2924.27,0,3.92,0,0.0196,0,1944.63,5,0,59.8523,7,2.01,4.25,7.4,15,1.1,1,0,0
637.63,2,0.36,2,0.3319,2,225.92,46,2,236.0522,21,183.04,11.24,5.9,10.8,5.4,3,1,2
1627.43,1,1.44,1,0.0862,1,724.45,33,1,194.7283,10,73.68,6.58,7.7,13,3.2,2,1,1
2349.77,0,3.4,0,0.0198,0,1971.57,20,0,43.0859,4,18.64,4.48,7.3,14.7,0.8,0,0,0
371.76,2,0.83,2,0.4172,2,356.63,40,2,209.9765,21,196.9,16.14,6.2,11.7,4.3,3,1,2
700.96,2,0.21,2,0.2817,2,207.52,38,2,239.3424,20,179.33,20.79,5.1,11.7,5.1,3,1,2
321.22,2,0.68,2,0.3237,2,60.54,44,2,262.0818,20,173.63,24.63,6.2,11.2,4.5,3,1,2
425.8,2,0.19,2,0.3708,2,10.64,39,2,262.39,20,147.35,19.97,5.7,12,4.5,3,1,2
240.12,2,0.87,2,0.4136,2,177.46,39,2,224.3766,17,202.98,13.71,5.5,12,4.2,3,1,2
2081.51,0,3.64,0,0.037,0,1466.38,12,0,32.5651,3,13.37,1.41,6.8,14.7,1.1,1,0,0
2392.72,0,3.23,0,0.0066,0,1789.13,10,0,48.071,0,14.52,3.31,7.5,14.1,0.4,0,0,0
1053.17,1,1.11,1,0.2229,1,564.5,21,1,139.5955,11,57.3,7.41,8.2,12.9,4,2,1,1
1518.25,1,1.41,1,0.1499,1,567.32,34,1,188.4454,12,120.06,7.19,7.9,12.8,2.9,2,1,1
2543.18,0,2.86,0,0.0191,0,1001.92,1,0,63.5941,2,7.78,0.1,7.4,14.8,0.6,1,0,0
665.35,2,0.5,2,0.4029,2,98.83,36,2,297.0395,16,192.38,18.65,5.2,10.4,5.8,3,1,2
1137.96,1,1.87,1,0.2484,1,738.01,33,1,100.4237,14,43.76,8.82,8.5,12.7,3.7,2,1,1
1631.25,1,1.12,1,0.0533,1,728.49,30,1,112.5076,10,41.87,5.75,7.8,12.5,2.3,2,1,1
2615.05,0,2.87,0,0.0425,0,1537.29,4,0,64.0608,2,17.59,3.49,6.8,14.2,0,1,0,0
2264.17,0,3.76,0,0.0347,0,1663.79,9,0,7.6778,0,19.9,3.28,6.8,14.5,1.6,0,0,0
679.89,2,0.72,2,0.4334,2,462.98,44,2,282.8925,19,165.09,28.84,6.4,12,4.3,3,1,2
940.21,2,0.63,2,0.4431,2,211.02,42,2,223.2063,18,175.49,9.1,5.2,12,4.7,3,1,2
241.1,2,0.56,2,0.3866,2,393.11,46,2,282.5654,21,196.48,24.6,5.9,11.8,5.6,3,1,2
2908.22,0,3.11,0,0.0161,0,1328.92,20,0,66.9252,3,19.4,1.7,7.5,15.2,1.8,0,0,0
2919.07,0,2.96,0,0.0101,0,1700.35,20,0,3.9565,7,10.41,1.17,6.6,14.9,0.9,0,0,0
403.93,2,0.45,2,0.367,2,326.32,42,2,275.9648,19,202.41,16.31,6.1,11.4,5.9,3,1,2
82.16,2,0.02,2,0.4192,2,66.22,44,2,286.1318,20,163.47,13.98,5,11.2,4.6,3,1,2
853.8,2,0.76,2,0.3925,2,413.02,37,2,265.6412,21,210.87,18.79,5.2,11.1,4.2,3,1,2
540.53,2,0.46,2,0.4959,2,462.98,37,2,224.1787,21,160.28,12.23,5.6,10.5,5.6,3,1,2
1908.23,1,1.94,1,0.1014,1,821.46,32,1,126.4363,14,39.96,7.32,8.7,12.5,3.5,2,1,1
526.44,2,0.39,2,0.4912,2,324.81,38,2,251.9924,18,214.92,22.98,6,11.9,5,3,1,2
1938.17,1,1.08,1,0.1011,1,550.93,22,1,166.1556,10,92.77,7.68,8.9,12.4,2.1,2,1,1
208.11,2,0.81,2,0.3154,2,60.42,40,2,252.1493,16,162.37,12.58,6.1,12,5.5,3,1,2
194.65,2,0.52,2,0.3301,2,185.57,48,2,201.9583,20,180.93,13.55,5,10.8,5.1,3,1,2
949.32,2,0.72,2,0.2708,2,392.42,39,2,241.4779,20,175.29,27.14,5.2,11.1,4.4,3,1,2
2228.29,0,3.92,0,0.03,0,1896.54,16,0,71.6836,4,6.98,4.88,7.2,14.4,1,1,0,0
2557.78,0,3,0,0.0489,0,1927.22,10,0,21.7566,6,7.38,2.79,7.2,15.7,0.5,0,0,0
272.33,2,0.15,2,0.4702,2,203.07,43,2,262.8916,17,217.48,15.13,5.5,12,4.4,3,1,2
1504.75,1,1.36,1,0.0829,1,683.28,23,1,123.3315,15,128.11,5.95,8.6,13,3,2,1,1
1757.82,1,2.17,1,0.0749,1,921.19,27,1,190.7977,11,62.85,6.51,8,13.9,4,2,1,1
2821.89,0,3.46,0,0.002,0,1592.45,8,0,14.5695,0,4.18,1.62,6.9,15.1,0.4,0,0,0
2861.1,0,2.64,0,0.0487,0,1392.44,16,0,9.9225,6,5.07,4.07,6.7,15.7,1.8,1,0,0
32.55,2,0.9,2,0.2503,2,184.29,47,2,285.1706,21,134.98,15.39,5.6,11,4.6,3,1,2
2019.72,0,3.84,0,0.0311,0,1029.35,3,0,5.4658,6,5.13,0.09,6.7,15.2,1.7,1,0,0
1884.25,1,1.23,1,0.1992,1,898.63,32,1,106.0018,14,29.81,5.1,7.9,13,2.2,2,1,1
1513.93,1,1.24,1,0.1041,1,504.26,31,1,188.5304,10,120.83,6.13,8.9,13.6,3.9,2,1,1
1117.56,1,1.41,1,0.2025,1,552.84,27,1,110.5921,14,42.96,5.5,8.6,13.4,2.5,2,1,1
436.99,2,0.98,2,0.4082,2,353.16,45,2,259.4681,18,234.63,19.43,5.2,12.1,4.8,3,1,2
1647.94,1,1.85,1,0.1412,1,698.92,21,1,180.4893,10,91.52,6.94,8.7,12.5,3.5,2,1,1
1788.76,1,1.77,1,0.0815,1,789.08,21,1,85.9759,13,109.64,7.86,8.6,13.9,3.7,2,1,1
1788.85,1,2.33,1,0.1178,1,597.04,32,1,155.1645,12,47.15,5.98,8.5,13.6,3.8,2,1,1
2838.62,0,2.86,0,0.0453,0,1177.11,17,0,60.5601,3,3.76,4.37,6.7,14.5,0.2,0,0,0
2643.21,0,3.29,0,0.0084,0,1254.1,2,0,35.3133,8,18.53,2.35,6.6,14.3,0.3,0,0,0
1043.07,1,1.13,1,0.0601,1,879.95,33,1,86.8269,15,41.09,8.97,8.3,12.5,3.1,2,1,1
1635.19,1,1.44,1,0.2049,1,573.83,30,1,196.5613,13,36.84,5.01,7.6,13.9,3,2,1,1
2456.79,0,3.12,0,0.0337,0,1444.1,20,0,62.2865,5,19.01,4.56,6.7,14.9,0.2,0,0,0
1822.35,1,2.32,1,0.0858,1,672.53,23,1,135.1292,12,106.05,6.08,8.9,12.1,2.9,2,1,1
1858.1,1,2.17,1,0.1644,1,831.41,30,1,101.3365,13,72.22,5.92,7.8,13.4,2.5,2,1,1
1012.11,1,1.22,1,0.1527,1,978.76,26,1,114.7421,14,60.1,5.93,8.4,13.7,3.2,2,1,1
921.79,2,0.77,2,0.3789,2,175.25,36,2,295.7518,21,173.46,23.82,5.2,11.8,5.7,3,1,2
1620.53,1,1.31,1,0.2221,1,970.63,22,1,129.812,9,39.99,8.55,8.2,12.8,4,2,1,1
2272.62,0,3,0,0.0062,0,1817.51,11,0,53.7907,7,1.73,2.03,7,14.7,1.4,1,0,0
1758.74,1,1.89,1,0.2097,1,935.19,23,1,95.5854,15,55.52,6.64,8.2,12.8,3.1,2,1,1
1141.71,1,1.44,1,0.2038,1,650.35,26,1,124.9664,15,69.41,6.54,8.6,13,3.9,2,1,1
1727.54,1,1.51,1,0.198,1,667.66,31,1,130.9037,14,48.83,5.49,7.7,12.4,3,2,1,1
1515.34,1,1.72,1,0.2299,1,623.6,21,1,81.6088,9,98.92,8.55,8.5,12.6,2.2,2,1,1
1062.16,1,1.84,1,0.092,1,657.11,31,1,126.2882,14,99.73,7.01,8.1,13,3.7,2,1,1
396.98,2,0.96,2,0.4928,2,365.1,40,2,284.0086,17,220.3,22.4,5.4,11.1,4.4,3,1,2
2454.78,0,2.78,0,0.0308,0,1803.69,11,0,74.1564,7,18.64,0.86,6.6,15.3,0.9,0,0,0
751.74,2,0.23,2,0.3518,2,48.78,38,2,258.7065,17,134.92,27.24,5.1,11.4,4.7,3,1,2
480.48,2,0.48,2,0.2689,2,276.05,45,2,226.1338,19,216.94,10.19,5.1,10.5,4.8,3,1,2
2166.82,0,2.97,0,0.023,0,1278.38,12,0,6.1708,1,8.8,1.08,6.6,14.3,1,1,0,0
658.61,2,0.94,2,0.4028,2,482.53,37,2,235.1192,21,159.61,29.19,5.4,11.2,5.1,3,1,2
2471.05,0,3.34,0,0.044,0,1440.06,8,0,34.7669,1,12.33,3.73,6.6,15.9,1.8,0,0,0
2137.28,0,2.82,0,0.0391,0,1189.84,0,0,50.5406,2,6.55,4.99,7.3,14.5,1.9,0,0,0
2749.1,0,3.9,0,0.0132,0,1471.91,14,0,6.285,5,18.07,3.24,7.1,14.7,0.7,1,0,0
1733.43,1,2.28,1,0.245,1,754.69,31,1,120.0831,10,89.54,7.13,7.7,13.8,2.2,2,1,1
647.99,2,0.71,2,0.4579,2,484.2,37,2,213.6251,20,163.67,29.6,6.3,10.8,5.2,3,1,2
1672.11,1,1.04,1,0.1791,1,981.37,28,1,128.2895,12,32.3,5.09,9,13.8,2.6,2,1,1
2477.58,0,3.29,0,0.0336,0,1526.66,4,0,17.9489,2,18.44,0.56,6.5,15,1.1,1,0,0
1844.97,1,1.56,1,0.1559,1,920.54,24,1,141.7291,12,128.87,6.7,8.7,13,2.2,2,1,1
1424.12,1,2.2,1,0.16,1,899.36,31,1,166.1876,13,88.25,8.57,8.2,13.2,2.3,2,1,1
375.49,2,0.22,2,0.3033,2,486.39,47,2,241.2346,19,197.93,9.28,6.1,10.5,4.9,3,1,2
1556.01,1,1.79,1,0.216,1,654.99,33,1,161.4103,10,25.77,8.86,7.8,12.9,3.6,2,1,1
649.37,2,0.09,2,0.4505,2,27.57,38,2,292.7759,16,205.18,18.86,5.3,12,5.4,3,1,2
581.1,2,0.03,2,0.4924,2,31.79,39,2,231.8939,16,207.72,21.23,6.1,11.5,5.9,3,1,2
2472.69,0,3.1,0,0.0495,0,1113.32,20,0,67.2279,0,4.79,3.18,6.9,14.7,0.6,1,0,0
2790.21,0,2.58,0,0.0465,0,1235.9,17,0,31.2289,5,8.2,1.23,7.1,15.7,1.1,0,0,0
866.85,2,0.15,2,0.2625,2,172.32,38,2,280.5694,16,216.6,29.69,5.4,11.4,5,3,1,2
2159.35,0,3.8,0,0.0148,0,1704.02,20,0,38.0982,1,9.34,1.89,7.5,15.4,1.3,1,0,0
1362.09,1,2,1,0.073,1,508.07,22,1,186.9957,10,71.05,8.32,7.9,13.2,3.8,2,1,1
403.85,2,0.79,2,0.3128,2,332.97,37,2,205.4229,17,241.14,19.17,6.2,10.5,4.3,3,1,2
796.62,2,0.36,2,0.3578,2,467.17,40,2,297.3869,17,169.15,25.27,5.2,10.7,4.2,3,1,2
1326.52,1,2.37,1,0.1483,1,930.47,28,1,126.7215,14,71.49,5.52,7.9,13.3,2.5,2,1,1
1964.3,1,2.37,1,0.2072,1,738.43,23,1,126.7386,12,107.14,5.47,8.4,12.7,3,2,1,1
2133.85,0,2.61,0,0.0001,0,1306.3,0,0,4.5014,2,11.99,4.1,6.7,14.5,0,1,0,0
2110.89,0,3.45,0,0.0082,0,1048.88,0,0,62.5235,6,10.09,3.28,6.9,15.1,1.9,0,0,0
1362.5,1,1.14,1,0.1798,1,681.27,33,1,186.5656,13,94.95,8.09,8.3,12.3,2.7,2,1,1
639.53,2,0.57,2,0.3651,2,298.66,49,2,297.0536,16,215.42,10.52,5.4,10.4,5.4,3,1,2
253,2,0.21,2,0.3198,2,165.41,42,2,283.2124,17,177.84,18.4,6.2,10.7,5.8,3,1,2
1077.31,1,1.2,1,0.108,1,714.55,26,1,115.4911,10,66.23,7.65,8.9,12.4,3,2,1,1
973.56,2,0.28,2,0.2521,2,351.11,42,2,258.1193,18,221.79,22.26,6.3,10.9,5.3,3,1,2
1475.19,1,1.61,1,0.2419,1,941.73,25,1,113.8112,14,71.22,5.74,8.4,13.6,2.7,2,1,1
1020.74,1,1.15,1,0.125,1,587.24,32,1,90.7796,12,59.36,5.42,8,13.4,2.1,2,1,1
571.33,2,0.61,2,0.3097,2,337.12,39,2,287.2721,16,210.22,18.27,6.1,10.9,5,3,1,2
1684.45,1,2.08,1,0.242,1,583.73,28,1,105.7265,9,71.67,5.25,7.7,12.8,2.2,2,1,1
48.39,2,0.47,2,0.3249,2,325.97,49,2,267.9765,18,180.12,29.17,6,11.5,4.3,3,1,2
1935.33,1,2.13,1,0.0676,1,899.12,25,1,82.2896,9,55.98,6.58,8.7,12.1,2.2,2,1,1
177.5,2,0,2,0.3492,2,326.63,36,2,289.278,19,139.8,9.07,6.1,12,5.3,3,1,2
1504.77,1,1.83,1,0.0838,1,513.79,28,1,162.6882,14,29.92,7.24,8.6,13.9,2.3,2,1,1
868.51,2,0.3,2,0.2747,2,55.34,43,2,215.6945,18,220.42,11.72,6.4,10.7,4.4,3,1,2
885.06,2,0.95,2,0.3418,2,192.93,46,2,248.8272,17,144.13,13.05,5.3,11.2,4.3,3,1,2
2272.83,0,2.89,0,0.0289,0,1912.94,19,0,62.965,5,2.6,2.97,7.5,14,0.3,0,0,0
1520.75,1,1.52,1,0.0514,1,749.84,26,1,143.135,9,44.8,8.47,8.7,13.7,2.9,2,1,1
636.74,2,0.14,2,0.3605,2,123.49,40,2,246.6146,20,131.27,25.78,5.8,11.1,5,3,1,2
1347.24,1,2.15,1,0.0671,1,576.44,27,1,165.2828,10,28.71,8.87,8,13.6,2.3,2,1,1
1282.1,1,1.69,1,0.1984,1,886.38,24,1,106.2085,12,128.92,8.23,8.3,12.9,3.9,2,1,1
1820.69,1,1.48,1,0.1236,1,573.45,26,1,182.8169,9,47.62,5.67,8,13.5,2.8,2,1,1
2076.81,0,3.43,0,0.0458,0,1314.22,14,0,25.0393,6,10.28,3.86,7.4,15.6,0.5,1,0,0
1205.02,1,1.45,1,0.1983,1,946.57,31,1,199.5592,12,61.52,8.48,8.4,12.2,2.3,2,1,1
1864.55,1,1.47,1,0.0508,1,961.79,26,1,192.099,9,86.4,6.05,8.8,13.5,3.4,2,1,1
2333.91,0,3.75,0,0.0005,0,1282.79,20,0,10.5517,8,2.21,3.72,6.7,14.6,0.5,0,0,0
2532.61,0,3.19,0,0.016,0,1520.72,12,0,44.4356,1,13.11,3.57,7.3,15,0.4,1,0,0
657.82,2,0.35,2,0.291,2,257.81,45,2,216.6564,19,242.2,12.49,5.9,10.1,5.4,3,1,2
43.57,2,0.36,2,0.3028,2,434.83,41,2,218.6134,16,151.71,22.52,5.5,11.5,6.1,3,1,2
579.57,2,0.44,2,0.3795,2,171.42,40,2,236.0355,20,164.27,27.68,5.4,11.5,5,3,1,2
2038.83,0,3.52,0,0.0331,0,1257.25,2,0,11.9622,7,4.97,1.13,6.8,14,0.7,0,0,0
1519.76,1,1.64,1,0.1623,1,994.58,21,1,82.0754,13,103.14,5.21,7.6,13.5,3.6,2,1,1
